[12:57:29.554] [INFO   ] thread bguspl.set.Main.main() starting.
[12:57:29.557] [SEVERE ] cannot read configuration file config.properties trying from resources.
[12:57:29.560] [SEVERE ] configuration file was loaded from resources directory.
[12:57:34.845] [SEVERE ] player 5 placing token on slot 7
[12:57:34.845] [SEVERE ] setting player 2 freeze to 0
[12:57:34.845] [SEVERE ] setting player 4 freeze to 0
[12:57:34.845] [SEVERE ] setting player 1 freeze to 0
[12:57:34.846] [SEVERE ] removing player 4 token from slot 6
[12:57:34.846] [SEVERE ] player 4 placing token on slot 6
[12:57:34.845] [SEVERE ] setting player 3 freeze to 0
[12:57:34.845] [SEVERE ] player 5 placing token on slot 0
[12:57:34.846] [SEVERE ] updating countdown to 8316
[12:57:34.846] [SEVERE ] removing player 1 token from slot 10
[12:57:34.846] [SEVERE ] removing player 2 token from slot 3
[12:57:34.846] [SEVERE ] setting player 4 freeze to 0
[12:57:34.846] [SEVERE ] player 1 placing token on slot 10
[12:57:34.846] [SEVERE ] removing player 4 token from slot 2
[12:57:34.846] [SEVERE ] player 2 placing token on slot 8
[12:57:34.846] [SEVERE ] updating countdown to 8316
[12:57:34.846] [SEVERE ] setting player 5 freeze to 0
[12:57:34.846] [SEVERE ] setting player 1 freeze to 0
[12:57:34.846] [SEVERE ] removing player 3 token from slot 5
[12:57:34.846] [SEVERE ] player 4 placing token on slot 0
[12:57:34.846] [SEVERE ] setting player 2 freeze to 0
[12:57:34.846] [SEVERE ] removing player 5 token from slot 0
[12:57:34.846] [SEVERE ] removing player 1 token from slot 1
[12:57:34.846] [SEVERE ] player 5 placing token on slot 2
[12:57:34.846] [SEVERE ] updating countdown to 8316
[12:57:34.846] [SEVERE ] player 3 placing token on slot 1
[12:57:34.846] [SEVERE ] removing player 2 token from slot 4
[12:57:34.846] [SEVERE ] player 1 placing token on slot 4
[12:57:34.846] [SEVERE ] player 2 placing token on slot 2
[12:57:34.846] [SEVERE ] setting player 5 freeze to 0
[12:57:34.846] [SEVERE ] setting player 4 freeze to 0
[12:57:34.846] [SEVERE ] setting player 2 freeze to 0
[12:57:34.846] [SEVERE ] updating countdown to 8316
[12:57:34.846] [SEVERE ] setting player 1 freeze to 0
[12:57:34.846] [SEVERE ] setting player 3 freeze to 0
[12:57:34.847] [SEVERE ] removing player 1 token from slot 7
[12:57:34.846] [SEVERE ] removing player 2 token from slot 2
[12:57:34.846] [SEVERE ] removing player 4 token from slot 6
[12:57:34.847] [SEVERE ] removing player 4 token from slot 0
[12:57:34.847] [SEVERE ] player 4 placing token on slot 0
[12:57:34.847] [SEVERE ] removing player 4 token from slot 11
[12:57:34.847] [SEVERE ] player 4 placing token on slot 6
[12:57:34.847] [SEVERE ] player 4 placing token on slot 7
[12:57:34.846] [SEVERE ] removing player 5 token from slot 2
[12:57:34.847] [SEVERE ] updating countdown to 8315
[12:57:34.847] [SEVERE ] removing player 3 token from slot 11
[12:57:34.847] [SEVERE ] player 2 placing token on slot 7
[12:57:34.847] [SEVERE ] player 1 placing token on slot 0
[12:57:34.847] [SEVERE ] player 5 placing token on slot 0
[12:57:34.847] [SEVERE ] setting player 4 freeze to 0
[12:57:34.847] [SEVERE ] setting player 1 freeze to 0
[12:57:34.847] [SEVERE ] player 3 placing token on slot 11
[12:57:34.847] [SEVERE ] updating countdown to 8315
[12:57:34.847] [SEVERE ] removing player 1 token from slot 10
[12:57:34.847] [SEVERE ] removing player 4 token from slot 6
[12:57:34.847] [SEVERE ] setting player 2 freeze to 0
[12:57:34.847] [SEVERE ] setting player 5 freeze to 0
[12:57:34.847] [SEVERE ] player 4 placing token on slot 10
[12:57:34.847] [SEVERE ] setting player 3 freeze to 0
[12:57:34.847] [SEVERE ] player 1 placing token on slot 9
[12:57:34.847] [SEVERE ] updating countdown to 8315
[12:57:34.847] [SEVERE ] removing player 3 token from slot 9
[12:57:34.847] [SEVERE ] setting player 4 freeze to 0
[12:57:34.847] [SEVERE ] removing player 2 token from slot 7
[12:57:34.847] [SEVERE ] removing player 5 token from slot 0
[12:57:34.847] [SEVERE ] player 2 placing token on slot 4
[12:57:34.848] [SEVERE ] player 5 placing token on slot 6
[12:57:34.848] [SEVERE ] removing player 4 token from slot 10
[12:57:34.848] [SEVERE ] player 3 placing token on slot 9
[12:57:34.847] [SEVERE ] setting player 1 freeze to 0
[12:57:34.848] [SEVERE ] player 4 placing token on slot 3
[12:57:34.848] [SEVERE ] updating countdown to 8314
[12:57:34.848] [SEVERE ] removing player 1 token from slot 9
[12:57:34.848] [SEVERE ] setting player 2 freeze to 0
[12:57:34.848] [SEVERE ] player 1 placing token on slot 2
[12:57:34.848] [SEVERE ] setting player 5 freeze to 0
[12:57:34.848] [SEVERE ] setting player 3 freeze to 0
[12:57:34.848] [SEVERE ] removing player 2 token from slot 8
[12:57:34.848] [SEVERE ] removing player 2 token from slot 4
[12:57:34.848] [SEVERE ] setting player 4 freeze to 0
[12:57:34.848] [SEVERE ] removing player 5 token from slot 6
[12:57:34.848] [SEVERE ] removing player 3 token from slot 9
[12:57:34.848] [SEVERE ] player 2 placing token on slot 8
[12:57:34.848] [SEVERE ] updating countdown to 8314
[12:57:34.848] [SEVERE ] player 2 placing token on slot 4
[12:57:34.848] [SEVERE ] player 3 placing token on slot 0
[12:57:34.848] [SEVERE ] player 5 placing token on slot 5
[12:57:34.848] [SEVERE ] removing player 4 token from slot 0
[12:57:34.848] [SEVERE ] setting player 1 freeze to 0
[12:57:34.848] [SEVERE ] player 4 placing token on slot 9
[12:57:34.848] [SEVERE ] removing player 1 token from slot 2
[12:57:34.848] [SEVERE ] updating countdown to 8314
[12:57:34.848] [SEVERE ] player 1 placing token on slot 11
[12:57:34.848] [SEVERE ] setting player 2 freeze to 0
[12:57:34.848] [SEVERE ] setting player 5 freeze to 0
[12:57:34.848] [SEVERE ] setting player 1 freeze to 0
[12:57:34.848] [SEVERE ] setting player 3 freeze to 0
[12:57:34.848] [SEVERE ] removing player 2 token from slot 1
[12:57:34.848] [SEVERE ] removing player 5 token from slot 5
[12:57:34.849] [SEVERE ] removing player 1 token from slot 0
[12:57:34.848] [SEVERE ] updating countdown to 8314
[12:57:34.848] [SEVERE ] setting player 4 freeze to 0
[12:57:34.849] [SEVERE ] player 1 placing token on slot 7
[12:57:34.849] [SEVERE ] removing player 4 token from slot 7
[12:57:34.849] [SEVERE ] player 5 placing token on slot 1
[12:57:34.849] [SEVERE ] updating countdown to 8313
[12:57:34.849] [SEVERE ] player 2 placing token on slot 1
[12:57:34.849] [SEVERE ] removing player 3 token from slot 0
[12:57:34.849] [SEVERE ] setting player 1 freeze to 0
[12:57:34.849] [SEVERE ] player 4 placing token on slot 2
[12:57:34.849] [SEVERE ] removing player 3 token from slot 11
[12:57:34.849] [SEVERE ] removing player 1 token from slot 4
[12:57:34.849] [SEVERE ] setting player 5 freeze to 0
[12:57:34.849] [SEVERE ] player 1 placing token on slot 6
[12:57:34.849] [SEVERE ] player 3 placing token on slot 9
[12:57:34.849] [SEVERE ] updating countdown to 8313
[12:57:34.849] [SEVERE ] player 3 placing token on slot 11
[12:57:34.849] [SEVERE ] setting player 2 freeze to 0
[12:57:34.849] [SEVERE ] removing player 5 token from slot 7
[12:57:34.849] [SEVERE ] setting player 4 freeze to 0
[12:57:34.849] [SEVERE ] setting player 1 freeze to 0
[12:57:34.849] [SEVERE ] setting player 3 freeze to 0
[12:57:34.849] [SEVERE ] player 5 placing token on slot 2
[12:57:34.849] [SEVERE ] removing player 3 token from slot 11
[12:57:34.849] [SEVERE ] removing player 2 token from slot 1
[12:57:34.849] [SEVERE ] player 3 placing token on slot 5
[12:57:34.849] [SEVERE ] player 2 placing token on slot 11
[12:57:34.849] [SEVERE ] updating countdown to 8313
[12:57:34.849] [SEVERE ] removing player 1 token from slot 6
[12:57:34.849] [SEVERE ] removing player 4 token from slot 2
[12:57:34.849] [SEVERE ] setting player 5 freeze to 0
[12:57:34.849] [SEVERE ] setting player 3 freeze to 0
[12:57:34.849] [SEVERE ] player 4 placing token on slot 2
[12:57:34.849] [SEVERE ] setting player 2 freeze to 0
[12:57:34.849] [SEVERE ] removing player 3 token from slot 1
[12:57:34.849] [SEVERE ] removing player 2 token from slot 11
[12:57:34.849] [SEVERE ] player 3 placing token on slot 4
[12:57:34.849] [SEVERE ] removing player 5 token from slot 2
[12:57:34.849] [SEVERE ] player 5 placing token on slot 2
[12:57:34.849] [SEVERE ] player 1 placing token on slot 2
[12:57:34.849] [SEVERE ] player 2 placing token on slot 3
[12:57:34.849] [SEVERE ] updating countdown to 8313
[12:57:34.849] [SEVERE ] setting player 4 freeze to 0
[12:57:34.849] [SEVERE ] setting player 5 freeze to 0
[12:57:34.849] [SEVERE ] setting player 3 freeze to 0
[12:57:34.849] [SEVERE ] removing player 5 token from slot 2
[12:57:34.849] [SEVERE ] player 5 placing token on slot 8
[12:57:34.849] [SEVERE ] removing player 3 token from slot 9
[12:57:34.849] [SEVERE ] updating countdown to 8313
[12:57:34.849] [SEVERE ] setting player 2 freeze to 0
[12:57:34.849] [SEVERE ] setting player 1 freeze to 0
[12:57:34.849] [SEVERE ] setting player 5 freeze to 0
[12:57:34.850] [SEVERE ] removing player 2 token from slot 3
[12:57:34.849] [SEVERE ] player 3 placing token on slot 2
[12:57:34.849] [SEVERE ] removing player 4 token from slot 2
[12:57:34.850] [SEVERE ] player 2 placing token on slot 6
[12:57:34.850] [SEVERE ] updating countdown to 8312
[12:57:34.850] [SEVERE ] removing player 1 token from slot 2
[12:57:34.850] [SEVERE ] setting player 3 freeze to 0
[12:57:34.850] [SEVERE ] removing player 5 token from slot 8
[12:57:34.850] [SEVERE ] player 4 placing token on slot 2
[12:57:34.850] [SEVERE ] player 1 placing token on slot 5
[12:57:34.850] [SEVERE ] setting player 2 freeze to 0
[12:57:34.851] [SEVERE ] player 5 placing token on slot 4
[12:57:34.851] [SEVERE ] removing player 3 token from slot 4
[12:57:34.851] [SEVERE ] updating countdown to 8311
[12:57:34.851] [SEVERE ] player 3 placing token on slot 0
[12:57:34.851] [SEVERE ] removing player 2 token from slot 4
[12:57:34.851] [SEVERE ] setting player 4 freeze to 0
[12:57:34.851] [SEVERE ] setting player 1 freeze to 0
[12:57:34.851] [SEVERE ] player 2 placing token on slot 7
[12:57:34.851] [SEVERE ] setting player 5 freeze to 0
[12:57:34.851] [SEVERE ] removing player 1 token from slot 7
[12:57:34.851] [SEVERE ] removing player 1 token from slot 5
[12:57:34.851] [SEVERE ] removing player 4 token from slot 2
[12:57:34.851] [SEVERE ] removing player 4 token from slot 3
[12:57:34.851] [SEVERE ] removing player 5 token from slot 3
[12:57:34.851] [SEVERE ] player 4 placing token on slot 5
[12:57:34.851] [SEVERE ] player 4 placing token on slot 10
[12:57:34.851] [SEVERE ] updating countdown to 8311
[12:57:34.851] [SEVERE ] player 1 placing token on slot 7
[12:57:34.851] [SEVERE ] player 5 placing token on slot 3
[12:57:34.851] [SEVERE ] setting player 3 freeze to 0
[12:57:34.851] [SEVERE ] player 1 placing token on slot 5
[12:57:34.851] [SEVERE ] setting player 2 freeze to 0
[12:57:34.851] [SEVERE ] removing player 3 token from slot 2
[12:57:34.851] [SEVERE ] updating countdown to 8311
[12:57:34.851] [SEVERE ] removing player 2 token from slot 7
[12:57:34.851] [SEVERE ] setting player 4 freeze to 0
[12:57:34.851] [SEVERE ] setting player 1 freeze to 0
[12:57:34.851] [SEVERE ] player 3 placing token on slot 6
[12:57:34.851] [SEVERE ] player 2 placing token on slot 1
[12:57:34.851] [SEVERE ] removing player 1 token from slot 5
[12:57:34.851] [SEVERE ] updating countdown to 8311
[12:57:34.851] [SEVERE ] removing player 4 token from slot 10
[12:57:34.852] [SEVERE ] setting player 3 freeze to 0
[12:57:34.851] [SEVERE ] setting player 5 freeze to 0
[12:57:34.851] [SEVERE ] player 1 placing token on slot 6
[12:57:34.852] [SEVERE ] setting player 2 freeze to 0
[12:57:34.852] [SEVERE ] removing player 3 token from slot 5
[12:57:34.852] [SEVERE ] removing player 2 token from slot 1
[12:57:34.852] [SEVERE ] player 4 placing token on slot 4
[12:57:34.852] [SEVERE ] removing player 2 token from slot 6
[12:57:34.852] [SEVERE ] updating countdown to 8310
[12:57:34.852] [SEVERE ] removing player 5 token from slot 4
[12:57:34.852] [SEVERE ] player 3 placing token on slot 2
[12:57:34.852] [SEVERE ] setting player 1 freeze to 0
[12:57:34.852] [SEVERE ] player 2 placing token on slot 7
[12:57:34.852] [SEVERE ] player 5 placing token on slot 6
[12:57:34.852] [SEVERE ] setting player 4 freeze to 0
[12:57:34.852] [SEVERE ] player 2 placing token on slot 4
[12:57:34.852] [SEVERE ] removing player 1 token from slot 6
[12:57:34.852] [SEVERE ] updating countdown to 8310
[12:57:34.852] [SEVERE ] removing player 4 token from slot 9
[12:57:34.852] [SEVERE ] removing player 1 token from slot 11
[12:57:34.852] [SEVERE ] setting player 3 freeze to 0
[12:57:34.852] [SEVERE ] player 4 placing token on slot 0
[12:57:34.852] [SEVERE ] setting player 5 freeze to 0
[12:57:34.852] [SEVERE ] player 1 placing token on slot 6
[12:57:34.852] [SEVERE ] removing player 3 token from slot 0
[12:57:34.852] [SEVERE ] setting player 2 freeze to 0
[12:57:34.852] [SEVERE ] removing player 5 token from slot 6
[12:57:34.852] [SEVERE ] player 3 placing token on slot 9
[12:57:34.852] [SEVERE ] player 1 placing token on slot 10
[12:57:34.852] [SEVERE ] updating countdown to 8310
[12:57:34.852] [SEVERE ] removing player 2 token from slot 8
[12:57:34.852] [SEVERE ] player 5 placing token on slot 10
[12:57:34.853] [SEVERE ] setting player 4 freeze to 0
[12:57:34.853] [SEVERE ] setting player 3 freeze to 0
[12:57:34.853] [SEVERE ] setting player 1 freeze to 0
[12:57:34.853] [SEVERE ] removing player 4 token from slot 0
[12:57:34.853] [SEVERE ] removing player 3 token from slot 6
[12:57:34.853] [SEVERE ] setting player 5 freeze to 0
[12:57:34.853] [SEVERE ] player 2 placing token on slot 11
[12:57:34.853] [SEVERE ] removing player 3 token from slot 9
[12:57:34.853] [SEVERE ] removing player 5 token from slot 1
[12:57:34.853] [SEVERE ] removing player 4 token from slot 4
[12:57:34.853] [SEVERE ] player 5 placing token on slot 7
[12:57:34.853] [SEVERE ] removing player 1 token from slot 10
[12:57:34.853] [SEVERE ] updating countdown to 8309
[12:57:34.853] [SEVERE ] player 4 placing token on slot 8
[12:57:34.853] [SEVERE ] player 3 placing token on slot 5
[12:57:34.853] [SEVERE ] setting player 2 freeze to 0
[12:57:34.853] [SEVERE ] player 1 placing token on slot 10
[12:57:34.853] [SEVERE ] removing player 2 token from slot 4
[12:57:34.853] [SEVERE ] player 4 placing token on slot 7
[12:57:34.853] [SEVERE ] updating countdown to 8309
[12:57:34.853] [SEVERE ] setting player 5 freeze to 0
[12:57:34.853] [SEVERE ] player 3 placing token on slot 11
[12:57:34.853] [SEVERE ] setting player 1 freeze to 0
[12:57:34.853] [SEVERE ] player 2 placing token on slot 6
[12:57:34.853] [SEVERE ] setting player 4 freeze to 0
[12:57:34.853] [SEVERE ] updating countdown to 8309
[12:57:34.853] [SEVERE ] removing player 4 token from slot 8
[12:57:34.853] [SEVERE ] removing player 1 token from slot 6
[12:57:34.854] [SEVERE ] removing player 5 token from slot 7
[12:57:34.854] [SEVERE ] removing player 1 token from slot 10
[12:57:34.854] [SEVERE ] player 1 placing token on slot 3
[12:57:34.854] [SEVERE ] player 1 placing token on slot 1
[12:57:34.854] [SEVERE ] updating countdown to 8308
[12:57:34.853] [SEVERE ] setting player 2 freeze to 0
[12:57:34.854] [SEVERE ] setting player 3 freeze to 0
[12:57:34.854] [SEVERE ] player 5 placing token on slot 5
[12:57:34.853] [SEVERE ] player 4 placing token on slot 11
[12:57:34.854] [SEVERE ] setting player 1 freeze to 0
[12:57:34.854] [SEVERE ] removing player 3 token from slot 5
[12:57:34.854] [SEVERE ] removing player 1 token from slot 3
[12:57:34.854] [SEVERE ] updating countdown to 8308
[12:57:34.854] [SEVERE ] removing player 2 token from slot 6
[12:57:34.854] [SEVERE ] setting player 4 freeze to 0
[12:57:34.854] [SEVERE ] player 1 placing token on slot 9
[12:57:34.854] [SEVERE ] player 3 placing token on slot 4
[12:57:34.854] [SEVERE ] setting player 5 freeze to 0
[12:57:34.854] [SEVERE ] setting player 1 freeze to 0
[12:57:34.854] [SEVERE ] updating countdown to 8308
[12:57:34.854] [SEVERE ] player 2 placing token on slot 4
[12:57:34.854] [SEVERE ] removing player 5 token from slot 10
[12:57:34.854] [SEVERE ] removing player 4 token from slot 7
[12:57:34.854] [SEVERE ] setting player 2 freeze to 0
[12:57:34.854] [SEVERE ] player 5 placing token on slot 10
[12:57:34.854] [SEVERE ] setting player 3 freeze to 0
[12:57:34.855] [SEVERE ] updating countdown to 8307
[12:57:34.855] [SEVERE ] removing player 2 token from slot 11
[12:57:34.854] [SEVERE ] player 4 placing token on slot 1
[12:57:34.854] [SEVERE ] removing player 1 token from slot 1
[12:57:34.855] [SEVERE ] setting player 5 freeze to 0
[12:57:34.855] [SEVERE ] removing player 5 token from slot 5
[12:57:34.855] [SEVERE ] removing player 5 token from slot 3
[12:57:34.855] [SEVERE ] player 1 placing token on slot 3
[12:57:34.855] [SEVERE ] player 5 placing token on slot 7
[12:57:34.855] [SEVERE ] player 2 placing token on slot 2
[12:57:34.855] [SEVERE ] player 5 placing token on slot 6
[12:57:34.855] [SEVERE ] updating countdown to 8307
[12:57:34.855] [SEVERE ] removing player 3 token from slot 4
[12:57:34.855] [SEVERE ] setting player 4 freeze to 0
[12:57:34.855] [SEVERE ] setting player 1 freeze to 0
[12:57:34.855] [SEVERE ] player 3 placing token on slot 7
[12:57:34.855] [SEVERE ] removing player 4 token from slot 11
[12:57:34.855] [SEVERE ] setting player 2 freeze to 0
[12:57:34.856] [SEVERE ] setting player 5 freeze to 0
[12:57:34.856] [SEVERE ] removing player 2 token from slot 7
[12:57:34.856] [SEVERE ] player 2 placing token on slot 5
[12:57:34.856] [SEVERE ] removing player 5 token from slot 7
[12:57:34.856] [SEVERE ] removing player 4 token from slot 5
[12:57:34.856] [SEVERE ] updating countdown to 8306
[12:57:34.856] [SEVERE ] removing player 1 token from slot 9
[12:57:34.856] [SEVERE ] removing player 5 token from slot 6
[12:57:34.856] [SEVERE ] player 4 placing token on slot 6
[12:57:34.856] [SEVERE ] setting player 3 freeze to 0
[12:57:34.856] [SEVERE ] removing player 5 token from slot 10
[12:57:34.856] [SEVERE ] player 4 placing token on slot 7
[12:57:34.856] [SEVERE ] setting player 2 freeze to 0
[12:57:34.856] [SEVERE ] player 1 placing token on slot 1
[12:57:34.856] [SEVERE ] removing player 3 token from slot 11
[12:57:34.856] [SEVERE ] updating countdown to 8306
[12:57:34.856] [SEVERE ] player 5 placing token on slot 6
[12:57:34.856] [SEVERE ] player 3 placing token on slot 3
[12:57:34.856] [SEVERE ] setting player 4 freeze to 0
[12:57:34.857] [SEVERE ] setting player 1 freeze to 0
[12:57:34.857] [SEVERE ] player 5 placing token on slot 0
[12:57:34.857] [SEVERE ] updating countdown to 8305
[12:57:34.857] [SEVERE ] removing player 4 token from slot 6
[12:57:34.857] [SEVERE ] removing player 2 token from slot 5
[12:57:34.857] [SEVERE ] player 5 placing token on slot 5
[12:57:34.857] [SEVERE ] setting player 3 freeze to 0
[12:57:34.857] [SEVERE ] removing player 1 token from slot 7
[12:57:34.857] [SEVERE ] player 1 placing token on slot 9
[12:57:34.857] [SEVERE ] updating countdown to 8305
[12:57:34.857] [SEVERE ] player 4 placing token on slot 6
[12:57:34.857] [SEVERE ] setting player 5 freeze to 0
[12:57:34.857] [SEVERE ] removing player 3 token from slot 3
[12:57:34.857] [SEVERE ] player 2 placing token on slot 9
[12:57:34.857] [SEVERE ] player 3 placing token on slot 0
[12:57:34.857] [SEVERE ] updating countdown to 8305
[12:57:34.857] [SEVERE ] removing player 5 token from slot 6
[12:57:34.857] [SEVERE ] setting player 1 freeze to 0
[12:57:34.857] [SEVERE ] setting player 2 freeze to 0
[12:57:34.857] [SEVERE ] player 5 placing token on slot 7
[12:57:34.857] [SEVERE ] setting player 4 freeze to 0
[12:57:34.858] [SEVERE ] removing player 2 token from slot 2
[12:57:34.858] [SEVERE ] setting player 3 freeze to 0
[12:57:34.858] [SEVERE ] player 2 placing token on slot 5
[12:57:34.858] [SEVERE ] removing player 1 token from slot 1
[12:57:34.858] [SEVERE ] updating countdown to 8304
[12:57:34.858] [SEVERE ] removing player 4 token from slot 7
[12:57:34.858] [SEVERE ] setting player 5 freeze to 0
[12:57:34.858] [SEVERE ] player 1 placing token on slot 7
[12:57:34.858] [SEVERE ] removing player 3 token from slot 7
[12:57:34.858] [SEVERE ] setting player 2 freeze to 0
[12:57:34.858] [SEVERE ] player 4 placing token on slot 2
[12:57:34.858] [SEVERE ] removing player 5 token from slot 0
[12:57:34.858] [SEVERE ] updating countdown to 8304
[12:57:34.858] [SEVERE ] player 3 placing token on slot 5
[12:57:34.858] [SEVERE ] removing player 2 token from slot 9
[12:57:34.858] [SEVERE ] setting player 4 freeze to 0
[12:57:34.858] [SEVERE ] player 5 placing token on slot 10
[12:57:34.858] [SEVERE ] setting player 1 freeze to 0
[12:57:34.858] [SEVERE ] removing player 4 token from slot 1
[12:57:34.858] [SEVERE ] removing player 1 token from slot 3
[12:57:34.858] [SEVERE ] setting player 3 freeze to 0
[12:57:34.859] [SEVERE ] player 1 placing token on slot 0
[12:57:34.859] [SEVERE ] removing player 3 token from slot 2
[12:57:34.859] [SEVERE ] player 2 placing token on slot 3
[12:57:34.859] [SEVERE ] updating countdown to 8303
[12:57:34.858] [SEVERE ] removing player 4 token from slot 6
[12:57:34.859] [SEVERE ] setting player 1 freeze to 0
[12:57:34.859] [SEVERE ] player 3 placing token on slot 7
[12:57:34.859] [SEVERE ] setting player 5 freeze to 0
[12:57:34.859] [SEVERE ] setting player 2 freeze to 0
[12:57:34.859] [SEVERE ] updating countdown to 8303
[12:57:34.859] [SEVERE ] removing player 2 token from slot 3
[12:57:34.859] [SEVERE ] player 4 placing token on slot 4
[12:57:34.859] [SEVERE ] removing player 5 token from slot 5
[12:57:34.859] [SEVERE ] removing player 1 token from slot 0
[12:57:34.859] [SEVERE ] setting player 3 freeze to 0
[12:57:34.859] [SEVERE ] player 2 placing token on slot 0
[12:57:34.860] [SEVERE ] player 5 placing token on slot 11
[12:57:34.860] [SEVERE ] updating countdown to 8302
[12:57:34.860] [SEVERE ] player 4 placing token on slot 6
[12:57:34.860] [SEVERE ] removing player 1 token from slot 9
[12:57:34.860] [SEVERE ] removing player 3 token from slot 5
[12:57:34.860] [SEVERE ] setting player 2 freeze to 0
[12:57:34.860] [SEVERE ] player 1 placing token on slot 1
[12:57:34.860] [SEVERE ] player 3 placing token on slot 2
[12:57:34.860] [SEVERE ] updating countdown to 8302
[12:57:34.860] [SEVERE ] setting player 5 freeze to 0
[12:57:34.860] [SEVERE ] setting player 4 freeze to 0
[12:57:34.860] [SEVERE ] player 1 placing token on slot 9
[12:57:34.860] [SEVERE ] removing player 2 token from slot 5
[12:57:34.860] [SEVERE ] setting player 3 freeze to 0
[12:57:34.860] [SEVERE ] updating countdown to 8302
[12:57:34.860] [SEVERE ] removing player 5 token from slot 10
[12:57:34.860] [SEVERE ] player 2 placing token on slot 2
[12:57:34.860] [SEVERE ] removing player 4 token from slot 2
[12:57:34.861] [SEVERE ] setting player 1 freeze to 0
[12:57:34.861] [SEVERE ] updating countdown to 8301
[12:57:34.861] [SEVERE ] player 4 placing token on slot 5
[12:57:34.861] [SEVERE ] player 5 placing token on slot 6
[12:57:34.861] [SEVERE ] setting player 2 freeze to 0
[12:57:34.861] [SEVERE ] removing player 1 token from slot 7
[12:57:34.861] [SEVERE ] updating countdown to 8301
[12:57:34.861] [SEVERE ] removing player 2 token from slot 0
[12:57:34.861] [SEVERE ] player 1 placing token on slot 5
[12:57:34.861] [SEVERE ] setting player 4 freeze to 0
[12:57:34.861] [SEVERE ] setting player 1 freeze to 0
[12:57:34.861] [SEVERE ] updating countdown to 8301
[12:57:34.861] [SEVERE ] updating countdown to 8301
[12:57:34.861] [SEVERE ] player 2 placing token on slot 6
[12:57:34.861] [SEVERE ] setting player 5 freeze to 0
[12:57:34.861] [SEVERE ] removing player 1 token from slot 5
[12:57:34.863] [SEVERE ] player 1 placing token on slot 5
[12:57:34.861] [SEVERE ] removing player 4 token from slot 5
[12:57:34.863] [SEVERE ] removing player 3 token from slot 2
[12:57:34.863] [SEVERE ] removing player 4 token from slot 4
[12:57:34.863] [SEVERE ] removing player 5 token from slot 11
[12:57:34.863] [SEVERE ] updating countdown to 8299
[12:57:34.863] [SEVERE ] player 5 placing token on slot 11
[12:57:34.863] [SEVERE ] player 4 placing token on slot 9
[12:57:34.863] [SEVERE ] player 3 placing token on slot 8
[12:57:34.863] [SEVERE ] setting player 1 freeze to 0
[12:57:34.863] [SEVERE ] removing player 4 token from slot 9
[12:57:34.863] [SEVERE ] setting player 2 freeze to 0
[12:57:34.863] [SEVERE ] removing player 1 token from slot 9
[12:57:34.863] [SEVERE ] setting player 5 freeze to 0
[12:57:34.863] [SEVERE ] updating countdown to 8299
[12:57:34.863] [SEVERE ] player 4 placing token on slot 8
[12:57:34.863] [SEVERE ] removing player 2 token from slot 4
[12:57:34.863] [SEVERE ] player 1 placing token on slot 11
[12:57:34.864] [SEVERE ] setting player 3 freeze to 0
[12:57:34.864] [SEVERE ] updating countdown to 8298
[12:57:34.864] [SEVERE ] player 4 placing token on slot 1
[12:57:34.864] [SEVERE ] removing player 5 token from slot 6
[12:57:34.864] [SEVERE ] player 2 placing token on slot 9
[12:57:34.864] [SEVERE ] removing player 3 token from slot 7
[12:57:34.864] [SEVERE ] setting player 1 freeze to 0
[12:57:34.864] [SEVERE ] player 3 placing token on slot 5
[12:57:34.864] [SEVERE ] player 5 placing token on slot 2
[12:57:34.864] [SEVERE ] updating countdown to 8298
[12:57:34.864] [SEVERE ] removing player 1 token from slot 1
[12:57:34.864] [SEVERE ] setting player 4 freeze to 0
[12:57:34.864] [SEVERE ] setting player 3 freeze to 0
[12:57:34.864] [SEVERE ] setting player 2 freeze to 0
[12:57:34.864] [SEVERE ] player 1 placing token on slot 10
[12:57:34.864] [SEVERE ] setting player 5 freeze to 0
[12:57:34.864] [SEVERE ] removing player 2 token from slot 6
[12:57:34.864] [SEVERE ] removing player 3 token from slot 0
[12:57:34.864] [SEVERE ] player 2 placing token on slot 7
[12:57:34.864] [SEVERE ] player 3 placing token on slot 0
[12:57:34.864] [SEVERE ] updating countdown to 8298
[12:57:34.864] [SEVERE ] removing player 4 token from slot 1
[12:57:34.864] [SEVERE ] setting player 1 freeze to 0
[12:57:34.864] [SEVERE ] removing player 5 token from slot 2
[12:57:34.865] [SEVERE ] player 4 placing token on slot 10
[12:57:34.865] [SEVERE ] removing player 1 token from slot 11
[12:57:34.865] [SEVERE ] player 5 placing token on slot 1
[12:57:34.865] [SEVERE ] setting player 3 freeze to 0
[12:57:34.865] [SEVERE ] setting player 2 freeze to 0
[12:57:34.865] [SEVERE ] removing player 1 token from slot 10
[12:57:34.865] [SEVERE ] updating countdown to 8297
[12:57:34.865] [SEVERE ] player 1 placing token on slot 7
[12:57:34.865] [SEVERE ] setting player 4 freeze to 0
[12:57:34.865] [SEVERE ] removing player 2 token from slot 9
[12:57:34.865] [SEVERE ] removing player 3 token from slot 8
[12:57:34.865] [SEVERE ] player 2 placing token on slot 3
[12:57:34.865] [SEVERE ] player 1 placing token on slot 6
[12:57:34.865] [SEVERE ] player 3 placing token on slot 9
[12:57:34.865] [SEVERE ] removing player 4 token from slot 10
[12:57:34.865] [SEVERE ] setting player 5 freeze to 0
