[12:57:29.554] [INFO   ] thread bguspl.set.Main.main() starting.
[12:57:29.557] [SEVERE ] cannot read configuration file config.properties trying from resources.
[12:57:29.560] [SEVERE ] configuration file was loaded from resources directory.
[12:57:30.469] [SEVERE ] removing player 2 token from slot 8
[12:57:30.468] [SEVERE ] player 4 placing token on slot 8
[12:57:30.470] [SEVERE ] player 5 placing token on slot 8
[12:57:30.470] [SEVERE ] player 1 placing token on slot 8
[12:57:30.470] [SEVERE ] removing player 3 token from slot 8
[12:57:30.473] [SEVERE ] removing player 1 token from slot 8
[12:57:30.472] [SEVERE ] removing player 5 token from slot 8
[12:57:30.472] [SEVERE ] removing player 4 token from slot 8
[12:57:30.472] [SEVERE ] player 2 placing token on slot 8
[12:57:30.474] [SEVERE ] player 4 placing token on slot 8
[12:57:30.474] [SEVERE ] player 1 placing token on slot 8
[12:57:30.474] [SEVERE ] player 5 placing token on slot 8
[12:57:30.473] [SEVERE ] player 3 placing token on slot 8
[12:57:30.475] [SEVERE ] removing player 5 token from slot 8
[12:57:30.475] [SEVERE ] removing player 4 token from slot 8
[12:57:30.475] [SEVERE ] removing player 1 token from slot 8
[12:57:30.475] [SEVERE ] removing player 2 token from slot 8
[12:57:30.476] [SEVERE ] player 1 placing token on slot 8
[12:57:30.476] [SEVERE ] player 4 placing token on slot 8
[12:57:30.476] [SEVERE ] player 5 placing token on slot 8
[12:57:30.476] [SEVERE ] removing player 3 token from slot 8
[12:57:30.477] [SEVERE ] removing player 4 token from slot 8
[12:57:30.477] [SEVERE ] player 2 placing token on slot 8
[12:57:30.477] [SEVERE ] removing player 1 token from slot 8
[12:57:30.481] [SEVERE ] removing player 2 token from slot 8
[12:57:30.480] [SEVERE ] player 4 placing token on slot 8
[12:57:30.479] [SEVERE ] player 3 placing token on slot 8
[12:57:30.479] [SEVERE ] removing player 5 token from slot 8
[12:57:30.483] [SEVERE ] removing player 3 token from slot 8
[12:57:30.481] [SEVERE ] removing player 4 token from slot 8
[12:57:30.483] [SEVERE ] player 3 placing token on slot 8
[12:57:30.481] [SEVERE ] player 2 placing token on slot 8
[12:57:30.481] [SEVERE ] player 1 placing token on slot 8
[12:57:30.484] [SEVERE ] removing player 2 token from slot 8
[12:57:30.484] [SEVERE ] removing player 3 token from slot 8
[12:57:30.484] [SEVERE ] player 4 placing token on slot 8
[12:57:30.483] [SEVERE ] player 5 placing token on slot 8
[12:57:30.485] [SEVERE ] player 3 placing token on slot 8
[12:57:30.485] [SEVERE ] player 2 placing token on slot 8
[12:57:30.484] [SEVERE ] removing player 1 token from slot 8
[12:57:30.486] [SEVERE ] removing player 2 token from slot 8
[12:57:30.485] [SEVERE ] removing player 4 token from slot 8
[12:57:30.485] [SEVERE ] removing player 3 token from slot 8
[12:57:30.485] [SEVERE ] removing player 5 token from slot 8
[12:57:30.487] [SEVERE ] player 3 placing token on slot 8
[12:57:30.487] [SEVERE ] player 4 placing token on slot 8
[12:57:30.487] [SEVERE ] player 2 placing token on slot 8
[12:57:30.486] [SEVERE ] player 1 placing token on slot 8
[12:57:30.489] [SEVERE ] removing player 2 token from slot 8
[12:57:30.489] [SEVERE ] removing player 1 token from slot 8
[12:57:30.490] [SEVERE ] player 2 placing token on slot 8
[12:57:30.490] [SEVERE ] removing player 2 token from slot 8
[12:57:30.489] [SEVERE ] removing player 4 token from slot 8
[12:57:30.489] [SEVERE ] removing player 3 token from slot 8
[12:57:30.488] [SEVERE ] player 5 placing token on slot 8
[12:57:30.491] [SEVERE ] player 4 placing token on slot 8
[12:57:30.491] [SEVERE ] player 3 placing token on slot 8
[12:57:30.490] [SEVERE ] player 2 placing token on slot 8
[12:57:30.490] [SEVERE ] player 1 placing token on slot 8
[12:57:30.492] [SEVERE ] removing player 3 token from slot 8
[12:57:30.491] [SEVERE ] removing player 4 token from slot 8
[12:57:30.491] [SEVERE ] removing player 5 token from slot 8
[12:57:30.493] [SEVERE ] player 4 placing token on slot 8
[12:57:30.493] [SEVERE ] player 3 placing token on slot 8
[12:57:30.493] [SEVERE ] removing player 2 token from slot 8
[12:57:30.493] [SEVERE ] removing player 1 token from slot 8
[12:57:30.495] [SEVERE ] player 2 placing token on slot 8
[12:57:30.495] [SEVERE ] removing player 3 token from slot 8
[12:57:30.494] [SEVERE ] removing player 4 token from slot 8
[12:57:30.494] [SEVERE ] player 5 placing token on slot 8
[12:57:30.496] [SEVERE ] player 4 placing token on slot 8
[12:57:30.496] [SEVERE ] player 3 placing token on slot 8
[12:57:30.497] [SEVERE ] removing player 4 token from slot 8
[12:57:30.495] [SEVERE ] removing player 2 token from slot 8
[12:57:30.495] [SEVERE ] player 1 placing token on slot 8
[12:57:30.497] [SEVERE ] player 2 placing token on slot 8
[12:57:30.497] [SEVERE ] player 4 placing token on slot 8
[12:57:30.497] [SEVERE ] removing player 3 token from slot 8
[12:57:30.496] [SEVERE ] removing player 5 token from slot 8
[12:57:30.498] [SEVERE ] removing player 2 token from slot 8
[12:57:30.498] [SEVERE ] removing player 1 token from slot 8
[12:57:30.498] [SEVERE ] player 5 placing token on slot 8
[12:57:30.498] [SEVERE ] player 3 placing token on slot 8
[12:57:30.499] [SEVERE ] removing player 4 token from slot 8
[12:57:30.499] [SEVERE ] player 2 placing token on slot 8
[12:57:30.499] [SEVERE ] player 1 placing token on slot 8
[12:57:30.499] [SEVERE ] removing player 3 token from slot 8
[12:57:30.499] [SEVERE ] removing player 5 token from slot 8
[12:57:30.501] [SEVERE ] player 3 placing token on slot 8
[12:57:30.501] [SEVERE ] player 5 placing token on slot 8
[12:57:30.500] [SEVERE ] removing player 1 token from slot 8
[12:57:30.500] [SEVERE ] player 4 placing token on slot 8
[12:57:30.500] [SEVERE ] removing player 2 token from slot 8
[12:57:30.503] [SEVERE ] removing player 4 token from slot 8
[12:57:30.502] [SEVERE ] player 1 placing token on slot 8
[12:57:30.503] [SEVERE ] player 2 placing token on slot 8
[12:57:30.503] [SEVERE ] removing player 1 token from slot 8
[12:57:30.502] [SEVERE ] removing player 5 token from slot 8
[12:57:30.501] [SEVERE ] removing player 3 token from slot 8
[12:57:30.504] [SEVERE ] player 5 placing token on slot 8
[12:57:30.503] [SEVERE ] player 1 placing token on slot 8
[12:57:30.504] [SEVERE ] removing player 2 token from slot 8
[12:57:30.503] [SEVERE ] player 4 placing token on slot 8
[12:57:30.505] [SEVERE ] player 2 placing token on slot 8
[12:57:30.505] [SEVERE ] removing player 1 token from slot 8
[12:57:30.505] [SEVERE ] removing player 5 token from slot 8
[12:57:30.504] [SEVERE ] player 3 placing token on slot 8
[12:57:30.507] [SEVERE ] player 5 placing token on slot 8
[12:57:30.507] [SEVERE ] player 1 placing token on slot 8
[12:57:30.506] [SEVERE ] removing player 2 token from slot 8
[12:57:30.505] [SEVERE ] removing player 4 token from slot 8
[12:57:30.508] [SEVERE ] player 2 placing token on slot 8
[12:57:30.508] [SEVERE ] removing player 1 token from slot 8
[12:57:30.508] [SEVERE ] removing player 5 token from slot 8
[12:57:30.507] [SEVERE ] removing player 3 token from slot 8
[12:57:30.509] [SEVERE ] player 5 placing token on slot 8
[12:57:30.509] [SEVERE ] player 1 placing token on slot 8
[12:57:30.509] [SEVERE ] removing player 2 token from slot 8
[12:57:30.508] [SEVERE ] player 4 placing token on slot 8
[12:57:30.510] [SEVERE ] removing player 1 token from slot 8
[12:57:30.510] [SEVERE ] removing player 5 token from slot 8
[12:57:30.509] [SEVERE ] player 3 placing token on slot 8
[12:57:30.510] [SEVERE ] player 1 placing token on slot 8
[12:57:30.510] [SEVERE ] removing player 4 token from slot 8
[12:57:30.510] [SEVERE ] player 2 placing token on slot 8
[12:57:30.511] [SEVERE ] removing player 1 token from slot 8
[12:57:30.511] [SEVERE ] player 4 placing token on slot 8
[12:57:30.511] [SEVERE ] player 1 placing token on slot 8
[12:57:30.511] [SEVERE ] removing player 3 token from slot 8
[12:57:30.510] [SEVERE ] player 5 placing token on slot 8
[12:57:30.512] [SEVERE ] player 3 placing token on slot 8
[12:57:30.512] [SEVERE ] removing player 1 token from slot 8
[12:57:30.511] [SEVERE ] removing player 4 token from slot 8
[12:57:30.511] [SEVERE ] removing player 2 token from slot 8
[12:57:30.513] [SEVERE ] player 1 placing token on slot 8
[12:57:30.513] [SEVERE ] removing player 3 token from slot 8
[12:57:30.512] [SEVERE ] removing player 5 token from slot 8
[12:57:30.514] [SEVERE ] player 3 placing token on slot 8
[12:57:30.513] [SEVERE ] player 4 placing token on slot 8
[12:57:30.513] [SEVERE ] removing player 1 token from slot 8
[12:57:30.513] [SEVERE ] player 2 placing token on slot 8
[12:57:30.515] [SEVERE ] player 1 placing token on slot 8
[12:57:30.514] [SEVERE ] removing player 4 token from slot 8
[12:57:30.514] [SEVERE ] removing player 3 token from slot 8
[12:57:30.514] [SEVERE ] player 5 placing token on slot 8
[12:57:30.515] [SEVERE ] player 3 placing token on slot 8
[12:57:30.515] [SEVERE ] player 4 placing token on slot 8
[12:57:30.515] [SEVERE ] removing player 1 token from slot 8
[12:57:30.515] [SEVERE ] removing player 2 token from slot 8
[12:57:30.516] [SEVERE ] removing player 3 token from slot 8
[12:57:30.516] [SEVERE ] removing player 4 token from slot 8
[12:57:30.515] [SEVERE ] removing player 5 token from slot 8
[12:57:30.516] [SEVERE ] player 4 placing token on slot 8
[12:57:30.516] [SEVERE ] player 3 placing token on slot 8
[12:57:30.516] [SEVERE ] player 2 placing token on slot 8
[12:57:30.516] [SEVERE ] player 1 placing token on slot 8
[12:57:30.517] [SEVERE ] removing player 3 token from slot 8
[12:57:30.518] [SEVERE ] removing player 1 token from slot 8
[12:57:30.517] [SEVERE ] removing player 4 token from slot 8
[12:57:30.518] [SEVERE ] player 3 placing token on slot 8
[12:57:30.517] [SEVERE ] player 5 placing token on slot 8
[12:57:30.518] [SEVERE ] player 1 placing token on slot 8
[12:57:30.518] [SEVERE ] player 4 placing token on slot 8
[12:57:30.518] [SEVERE ] removing player 2 token from slot 8
[12:57:30.519] [SEVERE ] removing player 1 token from slot 8
[12:57:30.519] [SEVERE ] removing player 5 token from slot 8
[12:57:30.519] [SEVERE ] removing player 3 token from slot 8
[12:57:30.520] [SEVERE ] player 5 placing token on slot 8
[12:57:30.520] [SEVERE ] player 1 placing token on slot 8
[12:57:30.520] [SEVERE ] player 2 placing token on slot 8
[12:57:30.520] [SEVERE ] removing player 4 token from slot 8
[12:57:30.521] [SEVERE ] removing player 2 token from slot 8
[12:57:30.521] [SEVERE ] removing player 1 token from slot 8
[12:57:30.521] [SEVERE ] removing player 5 token from slot 8
[12:57:30.521] [SEVERE ] player 3 placing token on slot 8
[12:57:30.523] [SEVERE ] player 1 placing token on slot 8
[12:57:30.523] [SEVERE ] player 2 placing token on slot 8
[12:57:30.521] [SEVERE ] player 4 placing token on slot 8
[12:57:30.524] [SEVERE ] removing player 1 token from slot 8
[12:57:30.523] [SEVERE ] removing player 3 token from slot 8
[12:57:30.523] [SEVERE ] player 5 placing token on slot 8
[12:57:30.525] [SEVERE ] placing card 24 in slot 11
[12:57:30.525] [SEVERE ] player 3 placing token on slot 8
[12:57:30.525] [SEVERE ] player 4 placing token on slot 11
[12:57:30.525] [SEVERE ] player 2 placing token on slot 11
[12:57:30.526] [SEVERE ] removing player 4 token from slot 11
[12:57:30.525] [SEVERE ] removing player 3 token from slot 8
[12:57:30.525] [SEVERE ] player 1 placing token on slot 11
[12:57:30.525] [SEVERE ] player 5 placing token on slot 11
[12:57:30.527] [SEVERE ] player 1 placing token on slot 8
[12:57:30.526] [SEVERE ] player 3 placing token on slot 11
[12:57:30.526] [SEVERE ] player 4 placing token on slot 11
[12:57:30.526] [SEVERE ] removing player 2 token from slot 11
[12:57:30.527] [SEVERE ] removing player 4 token from slot 11
[12:57:30.527] [SEVERE ] removing player 3 token from slot 11
[12:57:30.527] [SEVERE ] removing player 1 token from slot 8
[12:57:30.527] [SEVERE ] removing player 5 token from slot 8
[12:57:30.529] [SEVERE ] player 1 placing token on slot 8
[12:57:30.528] [SEVERE ] player 3 placing token on slot 8
[12:57:30.528] [SEVERE ] player 4 placing token on slot 11
[12:57:30.528] [SEVERE ] player 2 placing token on slot 11
[12:57:30.529] [SEVERE ] removing player 4 token from slot 11
[12:57:30.529] [SEVERE ] removing player 3 token from slot 8
[12:57:30.529] [SEVERE ] removing player 1 token from slot 11
[12:57:30.531] [SEVERE ] player 1 placing token on slot 11
[12:57:30.529] [SEVERE ] removing player 5 token from slot 11
[12:57:30.531] [SEVERE ] removing player 1 token from slot 11
[12:57:30.531] [SEVERE ] player 3 placing token on slot 8
[12:57:30.531] [SEVERE ] player 1 placing token on slot 11
[12:57:30.529] [SEVERE ] player 4 placing token on slot 11
[12:57:30.529] [SEVERE ] removing player 2 token from slot 11
[12:57:30.532] [SEVERE ] removing player 4 token from slot 11
[12:57:30.532] [SEVERE ] removing player 1 token from slot 11
[12:57:30.531] [SEVERE ] removing player 3 token from slot 8
[12:57:30.531] [SEVERE ] player 5 placing token on slot 8
[12:57:30.533] [SEVERE ] player 3 placing token on slot 8
[12:57:30.532] [SEVERE ] removing player 1 token from slot 8
[12:57:30.532] [SEVERE ] removing player 4 token from slot 8
[12:57:30.532] [SEVERE ] removing player 2 token from slot 8
[12:57:30.533] [SEVERE ] player 4 placing token on slot 8
[12:57:30.533] [SEVERE ] player 1 placing token on slot 11
[12:57:30.533] [SEVERE ] removing player 3 token from slot 8
[12:57:30.533] [SEVERE ] removing player 5 token from slot 8
[12:57:30.535] [SEVERE ] player 3 placing token on slot 8
[12:57:30.535] [SEVERE ] player 1 placing token on slot 8
[12:57:30.535] [SEVERE ] player 4 placing token on slot 11
[12:57:30.535] [SEVERE ] player 2 placing token on slot 8
[12:57:30.537] [SEVERE ] removing player 4 token from slot 11
[12:57:30.537] [SEVERE ] player 2 placing token on slot 11
[12:57:30.536] [SEVERE ] removing player 1 token from slot 8
[12:57:30.536] [SEVERE ] player 3 placing token on slot 11
[12:57:30.536] [SEVERE ] player 5 placing token on slot 11
[12:57:30.538] [SEVERE ] removing player 3 token from slot 11
[12:57:30.538] [SEVERE ] removing player 5 token from slot 11
[12:57:30.538] [SEVERE ] player 1 placing token on slot 8
[12:57:30.537] [SEVERE ] removing player 2 token from slot 8
[12:57:30.537] [SEVERE ] removing player 4 token from slot 8
[12:57:30.539] [SEVERE ] removing player 1 token from slot 8
[12:57:30.539] [SEVERE ] player 2 placing token on slot 8
[12:57:30.538] [SEVERE ] player 5 placing token on slot 11
[12:57:30.538] [SEVERE ] player 3 placing token on slot 11
[12:57:30.540] [SEVERE ] removing player 5 token from slot 11
[12:57:30.540] [SEVERE ] removing player 2 token from slot 11
[12:57:30.539] [SEVERE ] removing player 1 token from slot 11
[12:57:30.539] [SEVERE ] player 4 placing token on slot 11
[12:57:30.541] [SEVERE ] player 1 placing token on slot 8
[12:57:30.541] [SEVERE ] removing player 2 token from slot 8
[12:57:30.541] [SEVERE ] player 5 placing token on slot 8
[12:57:30.540] [SEVERE ] removing player 3 token from slot 8
[12:57:30.542] [SEVERE ] removing player 5 token from slot 8
[12:57:30.543] [SEVERE ] removing player 3 token from slot 11
[12:57:30.542] [SEVERE ] player 2 placing token on slot 11
[12:57:30.542] [SEVERE ] player 1 placing token on slot 11
[12:57:30.542] [SEVERE ] player 4 placing token on slot 8
[12:57:30.543] [SEVERE ] removing player 1 token from slot 11
[12:57:30.543] [SEVERE ] removing player 4 token from slot 11
[12:57:30.543] [SEVERE ] player 2 placing token on slot 8
[12:57:30.543] [SEVERE ] player 3 placing token on slot 8
[12:57:30.543] [SEVERE ] player 5 placing token on slot 11
[12:57:30.544] [SEVERE ] removing player 3 token from slot 8
[12:57:30.544] [SEVERE ] removing player 2 token from slot 8
[12:57:30.544] [SEVERE ] player 3 placing token on slot 11
[12:57:30.544] [SEVERE ] player 4 placing token on slot 11
[12:57:30.544] [SEVERE ] removing player 1 token from slot 8
[12:57:30.545] [SEVERE ] removing player 4 token from slot 8
[12:57:30.545] [SEVERE ] removing player 3 token from slot 11
[12:57:30.545] [SEVERE ] player 2 placing token on slot 8
[12:57:30.544] [SEVERE ] removing player 5 token from slot 11
[12:57:30.546] [SEVERE ] removing player 2 token from slot 11
[12:57:30.546] [SEVERE ] player 4 placing token on slot 8
[12:57:30.546] [SEVERE ] player 2 placing token on slot 11
[12:57:30.546] [SEVERE ] player 3 placing token on slot 8
[12:57:30.545] [SEVERE ] player 1 placing token on slot 8
[12:57:30.546] [SEVERE ] removing player 3 token from slot 8
[12:57:30.546] [SEVERE ] removing player 2 token from slot 11
[12:57:30.546] [SEVERE ] removing player 4 token from slot 11
[12:57:30.546] [SEVERE ] player 5 placing token on slot 8
[12:57:30.547] [SEVERE ] removing player 4 token from slot 8
[12:57:30.547] [SEVERE ] removing player 2 token from slot 8
[12:57:30.547] [SEVERE ] player 3 placing token on slot 8
[12:57:30.547] [SEVERE ] player 1 placing token on slot 11
[12:57:30.549] [SEVERE ] player 4 placing token on slot 11
[12:57:30.549] [SEVERE ] player 2 placing token on slot 8
[12:57:30.548] [SEVERE ] player 5 placing token on slot 11
[12:57:30.549] [SEVERE ] player 2 placing token on slot 11
[12:57:30.549] [SEVERE ] player 4 placing token on slot 8
[12:57:30.549] [SEVERE ] removing player 3 token from slot 8
[12:57:30.549] [SEVERE ] removing player 1 token from slot 8
[12:57:30.550] [SEVERE ] player 3 placing token on slot 11
[12:57:30.550] [SEVERE ] removing player 4 token from slot 11
[12:57:30.550] [SEVERE ] removing player 2 token from slot 11
[12:57:30.549] [SEVERE ] removing player 5 token from slot 11
[12:57:30.550] [SEVERE ] player 2 placing token on slot 11
[12:57:30.550] [SEVERE ] removing player 3 token from slot 11
[12:57:30.550] [SEVERE ] player 4 placing token on slot 11
[12:57:30.550] [SEVERE ] removing player 1 token from slot 11
[12:57:30.551] [SEVERE ] removing player 4 token from slot 8
[12:57:30.551] [SEVERE ] player 3 placing token on slot 11
[12:57:30.551] [SEVERE ] removing player 2 token from slot 8
[12:57:30.551] [SEVERE ] player 5 placing token on slot 11
[12:57:30.552] [SEVERE ] removing player 2 token from slot 11
[12:57:30.552] [SEVERE ] player 3 placing token on slot 8
[12:57:30.552] [SEVERE ] player 4 placing token on slot 8
[12:57:30.551] [SEVERE ] player 1 placing token on slot 8
[12:57:30.553] [SEVERE ] removing player 4 token from slot 8
[12:57:30.553] [SEVERE ] removing player 3 token from slot 8
[12:57:30.553] [SEVERE ] player 2 placing token on slot 8
[12:57:30.553] [SEVERE ] removing player 5 token from slot 11
[12:57:30.555] [SEVERE ] player 2 placing token on slot 11
[12:57:30.556] [SEVERE ] player 5 placing token on slot 11
[12:57:30.555] [SEVERE ] removing player 3 token from slot 11
[12:57:30.554] [SEVERE ] removing player 4 token from slot 11
[12:57:30.554] [SEVERE ] removing player 1 token from slot 8
[12:57:30.557] [SEVERE ] player 4 placing token on slot 8
[12:57:30.557] [SEVERE ] player 3 placing token on slot 8
[12:57:30.556] [SEVERE ] removing player 5 token from slot 8
[12:57:30.556] [SEVERE ] removing player 2 token from slot 8
[12:57:30.558] [SEVERE ] player 5 placing token on slot 8
[12:57:30.558] [SEVERE ] player 3 placing token on slot 11
[12:57:30.558] [SEVERE ] player 4 placing token on slot 11
[12:57:30.557] [SEVERE ] player 1 placing token on slot 8
[12:57:30.559] [SEVERE ] removing player 3 token from slot 8
[12:57:30.559] [SEVERE ] removing player 4 token from slot 8
[12:57:30.558] [SEVERE ] removing player 5 token from slot 8
[12:57:30.558] [SEVERE ] player 2 placing token on slot 8
[12:57:30.559] [SEVERE ] player 5 placing token on slot 8
[12:57:30.559] [SEVERE ] removing player 4 token from slot 11
[12:57:30.559] [SEVERE ] removing player 3 token from slot 11
[12:57:30.559] [SEVERE ] removing player 1 token from slot 8
[12:57:30.561] [SEVERE ] player 3 placing token on slot 11
[12:57:30.559] [SEVERE ] player 4 placing token on slot 8
[12:57:30.559] [SEVERE ] removing player 5 token from slot 11
[12:57:30.559] [SEVERE ] removing player 2 token from slot 11
[12:57:30.561] [SEVERE ] player 5 placing token on slot 11
[12:57:30.561] [SEVERE ] player 2 placing token on slot 11
[12:57:30.561] [SEVERE ] player 4 placing token on slot 11
[12:57:30.561] [SEVERE ] removing player 2 token from slot 8
[12:57:30.561] [SEVERE ] player 3 placing token on slot 8
[12:57:30.561] [SEVERE ] player 1 placing token on slot 8
[12:57:30.562] [SEVERE ] player 2 placing token on slot 8
[12:57:30.562] [SEVERE ] removing player 3 token from slot 11
[12:57:30.561] [SEVERE ] removing player 4 token from slot 8
[12:57:30.561] [SEVERE ] removing player 5 token from slot 8
[12:57:30.562] [SEVERE ] player 4 placing token on slot 8
[12:57:30.562] [SEVERE ] removing player 3 token from slot 8
[12:57:30.562] [SEVERE ] removing player 2 token from slot 8
[12:57:30.562] [SEVERE ] removing player 1 token from slot 8
[12:57:30.563] [SEVERE ] player 3 placing token on slot 8
[12:57:30.563] [SEVERE ] removing player 2 token from slot 11
[12:57:30.563] [SEVERE ] removing player 4 token from slot 8
[12:57:30.563] [SEVERE ] removing player 5 token from slot 11
[12:57:30.564] [SEVERE ] player 4 placing token on slot 8
[12:57:30.564] [SEVERE ] player 2 placing token on slot 8
[12:57:30.563] [SEVERE ] player 3 placing token on slot 11
[12:57:30.563] [SEVERE ] player 1 placing token on slot 8
[12:57:30.564] [SEVERE ] removing player 2 token from slot 8
[12:57:30.564] [SEVERE ] removing player 4 token from slot 8
[12:57:30.564] [SEVERE ] player 5 placing token on slot 11
